timestamp,kw_energy_consumption,prediction,anomaly_score,anomaly_likelihood
2010-07-05 06:00:00,46.5,22.9,0.975,0.5
2010-07-05 07:00:00,37.4,46.22,0.95,0.5
2010-07-05 08:00:00,38.8,37.2243,0.95,0.5
2010-07-05 09:00:00,41.8,38.827999999999996,0.4,0.5
2010-07-05 10:00:00,43.5,41.589999999999996,0.425,0.5
2010-07-05 11:00:00,44.1,43.480399999999996,0.475,0.5
2010-07-05 12:00:00,38.7,43.953,0.5,0.5
2010-07-05 13:00:00,38.9,38.7896,0.65,0.5
2010-07-05 14:00:00,37.9,38.82272,0.475,0.5
2010-07-05 15:00:00,36.6,37.83,0.225,0.5
2010-07-05 16:00:00,39.6,36.6,0.275,0.5
2010-07-05 17:00:00,38.5,39.39,0.125,0.5
2010-07-05 18:00:00,44.8,38.332,0.1,0.5
2010-07-05 19:00:00,46.9,44.8,0.125,0.5
2010-07-05 20:00:00,38.2,46.9,0.225,0.5
2010-07-05 21:00:00,29.8,38.2924,0.45,0.5
2010-07-05 22:00:00,5.4,29.8,0.675,0.5
2010-07-05 23:00:00,10.7,5.482757149999999,0.325,0.5
2010-07-06 00:00:00,22.1,10.7,0.0,0.5
2010-07-06 01:00:00,12.8,22.169999999999998,0.025,0.5
2010-07-06 02:00:00,4.7,12.8,0.05,0.5
2010-07-06 03:00:00,4.6,4.674861529999999,0.325,0.5
2010-07-06 04:00:00,4.6,4.652403070999999,0.525,0.5
2010-07-06 05:00:00,22.3,4.636682149699999,0.65,0.5
2010-07-06 06:00:00,42.5,22.389599999999998,0.925,0.5
2010-07-06 07:00:00,39.0,42.38799999999999,0.35,0.5
2010-07-06 08:00:00,38.2,38.87590399999999,0.175,0.5
2010-07-06 09:00:00,40.2,38.26468,0.0,0.5
2010-07-06 10:00:00,44.2,40.010999999999996,0.15,0.5
2010-07-06 11:00:00,41.1,44.0271,0.125,0.5
2010-07-06 12:00:00,40.5,41.1,0.125,0.5
2010-07-06 13:00:00,40.0,40.64,0.15,0.5
2010-07-06 14:00:00,39.1,40.0077,0.05,0.5
2010-07-06 15:00:00,39.1,38.26468,0.05,0.5
2010-07-06 16:00:00,37.2,37.2,0.025,0.5
2010-07-06 17:00:00,40.8,37.21701,0.05,0.5
2010-07-06 18:00:00,40.1,37.21701,0.075,0.5
2010-07-06 19:00:00,43.5,40.03539,0.125,0.5
2010-07-06 20:00:00,36.9,43.486279999999994,0.05,0.5
2010-07-06 21:00:00,33.4,36.69,0.125,0.5
2010-07-06 22:00:00,7.0,7.0,0.2,0.5
2010-07-06 23:00:00,6.6,6.6,0.225,0.5
2010-07-07 00:00:00,22.2,22.2,0.25,0.5
2010-07-07 01:00:00,22.9,22.9,0.275,0.5
2010-07-07 02:00:00,12.0,6.879999999999999,0.4,0.5
2010-07-07 03:00:00,4.7,42.38799999999999,0.425,0.5
2010-07-07 04:00:00,4.5,23.47,0.275,0.5
2010-07-07 05:00:00,22.6,41.589999999999996,0.25,0.5
2010-07-07 06:00:00,42.6,44.0271,0.35,0.5
2010-07-07 07:00:00,42.9,42.760999999999996,0.225,0.5
2010-07-07 08:00:00,39.4,44.0271,0.275,0.5
2010-07-07 09:00:00,45.6,38.990192959999995,0.025,0.5
2010-07-07 10:00:00,41.7,45.459999999999994,0.15,0.5
2010-07-07 11:00:00,41.6,38.990192959999995,0.2,0.5
2010-07-07 12:00:00,39.5,41.616099999999996,0.175,0.5
2010-07-07 13:00:00,37.2,39.4251,0.05,0.5
2010-07-07 14:00:00,40.1,37.211907,0.1,0.5
2010-07-07 15:00:00,37.0,37.0,0.1,0.5
2010-07-07 16:00:00,39.8,39.8,0.25,0.5
2010-07-07 17:00:00,40.1,37.148334899999995,0.25,0.5
2010-07-07 18:00:00,44.8,41.616099999999996,0.25,0.5
2010-07-07 19:00:00,44.3,6.879999999999999,0.275,0.5
2010-07-07 20:00:00,36.8,6.879999999999999,0.3,0.5
2010-07-07 21:00:00,31.2,36.723,0.075,0.5
2010-07-07 22:00:00,5.2,5.2,0.1,0.5
2010-07-07 23:00:00,15.2,4.608974253352999,0.125,0.5
2010-07-08 00:00:00,22.9,4.608974253352999,0.1,0.5
2010-07-08 01:00:00,20.6,22.9,0.1,0.5
2010-07-08 02:00:00,4.8,42.802699999999994,0.05,0.5
2010-07-08 03:00:00,4.8,42.802699999999994,0.05,0.5
2010-07-08 04:00:00,4.8,4.988087901999269,0.15,0.5
2010-07-08 05:00:00,22.6,42.802699999999994,0.225,0.5
2010-07-08 06:00:00,45.3,45.459999999999994,0.35,0.5
2010-07-08 07:00:00,44.4,44.4,0.3,0.5
2010-07-08 08:00:00,39.8,39.8,0.25,0.5
2010-07-08 09:00:00,43.2,44.57499999999999,0.275,0.5
2010-07-08 10:00:00,42.3,44.0271,0.4,0.5
2010-07-08 11:00:00,44.1,42.36159999999999,0.325,0.5
2010-07-08 12:00:00,37.9,37.148334899999995,0.225,0.5
2010-07-08 13:00:00,39.4,37.851,0.325,0.5
2010-07-08 14:00:00,35.8,37.148334899999995,0.2,0.5
2010-07-08 15:00:00,38.2,38.2,0.15,0.5
2010-07-08 16:00:00,37.2,38.245276,0.25,0.5
2010-07-08 17:00:00,40.2,38.245276,0.275,0.5
2010-07-08 18:00:00,41.0,40.02527099729999,0.225,0.5
2010-07-08 19:00:00,38.1,4.931661531399488,0.225,0.5
2010-07-08 20:00:00,38.4,38.201693199999994,0.225,0.5
2010-07-08 21:00:00,13.8,4.931661531399488,0.075,0.5
2010-07-08 22:00:00,9.5,9.5,0.2,0.5
2010-07-08 23:00:00,22.0,9.5,0.225,0.5
2010-07-09 00:00:00,20.0,9.5,0.15,0.5
2010-07-09 01:00:00,11.5,22.496903999999997,0.05,0.5
2010-07-09 02:00:00,4.7,22.496903999999997,0.15,0.5
2010-07-09 03:00:00,4.7,22.496903999999997,0.125,0.5
2010-07-09 04:00:00,4.8,22.496903999999997,0.15,0.5
2010-07-09 05:00:00,22.8,44.57499999999999,0.2,0.5
2010-07-09 06:00:00,46.1,46.1,0.15,0.5
2010-07-09 07:00:00,39.0,39.0,0.125,0.5
2010-07-09 08:00:00,38.1,38.1,0.125,0.5
2010-07-09 09:00:00,43.7,37.851,0.125,0.5
2010-07-09 10:00:00,47.1,43.944278999999995,0.15,0.5
2010-07-09 11:00:00,43.3,47.38,0.175,0.5
2010-07-09 12:00:00,40.7,35.730000000000004,0.125,0.5
2010-07-09 13:00:00,37.3,40.691599999999994,0.15,0.5
2010-07-09 14:00:00,39.0,37.20468410099999,0.2,0.5
2010-07-09 15:00:00,36.5,36.5,0.15,0.5
2010-07-09 16:00:00,38.7,36.656099999999995,0.2,0.5
2010-07-09 17:00:00,38.5,36.656099999999995,0.125,0.5
2010-07-09 18:00:00,40.3,13.687999999999995,0.125,0.5
2010-07-09 19:00:00,35.3,35.3,1.0,0.5
2010-07-09 20:00:00,15.0,15.0,0.05,0.5
2010-07-09 21:00:00,5.1,22.587832799999997,0.025,0.5
2010-07-09 22:00:00,5.3,22.587832799999997,0.05,0.5
2010-07-09 23:00:00,4.8,22.587832799999997,0.0,0.5
2010-07-10 00:00:00,19.2,4.980711933689017,0.025,0.5
2010-07-10 01:00:00,14.4,4.980711933689017,0.0,0.5
2010-07-10 02:00:00,4.7,14.4,0.025,0.5
2010-07-10 03:00:00,4.7,23.47,0.0,0.5
2010-07-10 04:00:00,4.8,5.482757149999999,0.0,0.5
2010-07-10 05:00:00,4.8,4.926498353582312,0.025,0.5
2010-07-10 06:00:00,25.4,50.3,0.0,0.5
2010-07-10 07:00:00,43.9,43.37027719999999,0.075,0.5
2010-07-10 08:00:00,41.4,43.93099529999999,0.0,0.5
2010-07-10 09:00:00,48.7,41.169,0.0,0.5
2010-07-10 10:00:00,49.8,48.7,0.0,0.5
2010-07-10 11:00:00,42.7,49.8,0.0,0.5
2010-07-10 12:00:00,40.9,42.77188999999999,0.0,0.5
2010-07-10 13:00:00,38.1,41.0883,0.0,0.5
2010-07-10 14:00:00,43.5,26.1,0.0,0.5
2010-07-10 15:00:00,40.4,26.1,0.025,0.5
2010-07-10 16:00:00,41.4,40.604119999999995,0.0,0.5
2010-07-10 17:00:00,30.3,41.18181,0.0,0.5
2010-07-10 18:00:00,11.8,11.8,0.0,0.5
2010-07-10 19:00:00,5.1,4.888548847507618,0.025,0.5
2010-07-10 20:00:00,5.0,4.951984193255332,0.025,0.5
2010-07-10 21:00:00,5.0,4.966388935278733,0.05,0.5
2010-07-10 22:00:00,5.2,4.976472254695112,0.0,0.5
2010-07-10 23:00:00,4.8,19.2,0.025,0.5
2010-07-11 00:00:00,9.4,9.4,0.075,0.5
2010-07-11 01:00:00,4.7,4.678144718230054,0.0,0.5
2010-07-11 02:00:00,4.8,4.684701302761037,0.0,0.5
2010-07-11 03:00:00,21.7,43.93099529999999,0.0,0.5
2010-07-11 04:00:00,12.7,12.7,0.0,0.5
2010-07-11 05:00:00,4.9,25.4,0.0,0.5
2010-07-11 06:00:00,5.0,50.3,0.0,0.5
2010-07-11 07:00:00,6.8,48.7,0.0,0.5
2010-07-11 08:00:00,31.5,31.5,0.025,0.5
2010-07-11 09:00:00,39.4,39.4,0.0,0.5
2010-07-11 10:00:00,45.8,43.40919403999999,0.0,0.5
2010-07-11 11:00:00,39.8,37.20468410099999,0.0,0.5
2010-07-11 12:00:00,38.8,38.8,0.0,0.5
2010-07-11 13:00:00,41.3,43.40919403999999,0.0,0.5
2010-07-11 14:00:00,40.6,11.744,0.0,0.5
2010-07-11 15:00:00,40.6,11.744,0.0,0.5
2010-07-11 16:00:00,40.2,11.744,0.0,0.5
2010-07-11 17:00:00,28.0,11.744,0.0,0.5
2010-07-11 18:00:00,9.6,9.6,0.0,0.5
2010-07-11 19:00:00,5.2,5.2,0.025,0.5
2010-07-11 20:00:00,5.0,5.0,0.0,0.5
2010-07-11 21:00:00,5.1,5.1,0.0,0.5
2010-07-11 22:00:00,5.2,5.2,0.0,0.5
2010-07-11 23:00:00,17.9,4.684701302761037,0.025,0.5
2010-07-12 00:00:00,20.1,20.1,1.0,0.5
2010-07-12 01:00:00,4.7,5.087047153212369,0.025,0.5
2010-07-12 02:00:00,4.8,4.6892909119327255,0.05,0.5
2010-07-12 03:00:00,4.7,46.184,0.05,0.5
2010-07-12 04:00:00,4.9,4.692503638352908,0.05,0.5
2010-07-12 05:00:00,19.9,46.184,0.075,0.5
2010-07-12 06:00:00,36.5,36.5,0.0,0.5
2010-07-12 07:00:00,36.3,47.38,0.0,0.5
2010-07-12 08:00:00,37.1,37.1,0.0,0.5
2010-07-12 09:00:00,44.7,40.60201879999999,0.0,0.5
2010-07-12 10:00:00,44.6,43.40919403999999,0.025,0.5
2010-07-12 11:00:00,43.8,40.60201879999999,0.025,0.5
2010-07-12 12:00:00,37.5,36.609269999999995,0.025,0.5
2010-07-12 13:00:00,39.4,38.874645329695994,0.125,0.5
2010-07-12 14:00:00,41.3,36.609269999999995,0.025,0.5
2010-07-12 15:00:00,37.2,37.2,0.0,0.5
2010-07-12 16:00:00,39.7,39.7,0.075,0.5
2010-07-12 17:00:00,43.9,40.070767952073886,0.2,0.5
2010-07-12 18:00:00,46.2,35.601,0.0,0.5
2010-07-12 19:00:00,50.0,35.601,0.1,0.5
2010-07-12 20:00:00,42.8,35.601,0.0,0.5
2010-07-12 21:00:00,29.0,42.78032299999999,0.0,0.5
2010-07-12 22:00:00,5.3,5.3,0.0,0.5
2010-07-12 23:00:00,11.2,5.069457173551843,0.0,0.5
2010-07-13 00:00:00,22.2,5.069457173551843,0.0,0.5
2010-07-13 01:00:00,15.7,4.692503638352908,0.0,0.5
2010-07-13 02:00:00,4.8,19.97,0.0,0.5
2010-07-13 03:00:00,4.9,4.988620021486289,0.0,0.5
2010-07-13 04:00:00,6.1,22.587832799999997,0.025,0.5
2010-07-13 05:00:00,18.2,36.609269999999995,0.0,0.5
2010-07-13 06:00:00,37.0,37.0,0.025,0.5
2010-07-13 07:00:00,41.7,41.7,0.025,0.5
2010-07-13 08:00:00,37.7,41.64126999999999,0.025,0.5
2010-07-13 09:00:00,44.7,43.89418769699999,0.05,0.5
2010-07-13 10:00:00,47.1,44.63612499999999,0.05,0.5
2010-07-13 11:00:00,47.2,37.731989999999996,0.025,0.5
2010-07-13 12:00:00,41.3,39.49602650999999,0.025,0.5
2010-07-13 13:00:00,39.6,41.25946082999999,0.025,0.5
2010-07-13 14:00:00,40.9,40.9,0.025,0.5
2010-07-13 15:00:00,39.0,37.12690664664299,0.05,0.5
2010-07-13 16:00:00,44.5,46.18879999999999,0.025,0.5
2010-07-13 17:00:00,42.7,44.59528749999999,0.025,0.5
2010-07-13 18:00:00,48.3,4.962034015040402,0.025,0.5
2010-07-13 19:00:00,46.3,4.962034015040402,0.025,0.5
2010-07-13 20:00:00,43.9,46.222159999999995,0.075,0.5
2010-07-13 21:00:00,31.8,4.962034015040402,0.025,0.5
2010-07-13 22:00:00,5.3,5.3,0.0,0.5
2010-07-13 23:00:00,9.1,5.063423810528281,0.0,0.5
2010-07-14 00:00:00,21.4,15.7,0.0,0.5
2010-07-14 01:00:00,16.9,5.063423810528281,0.0,0.5
2010-07-14 02:00:00,4.8,17.941,0.025,0.5
2010-07-14 03:00:00,4.8,6.029999999999999,0.0,0.5
2010-07-14 04:00:00,4.9,6.029999999999999,0.05,0.5
2010-07-14 05:00:00,11.9,4.9203543670112,0.025,0.5
2010-07-14 06:00:00,38.9,38.9,0.0,0.5
2010-07-14 07:00:00,40.0,40.0,0.0,0.5
2010-07-14 08:00:00,39.9,39.9,0.0,0.5
2010-07-14 09:00:00,45.4,47.2672,0.0,0.5
2010-07-14 10:00:00,45.4,47.2672,0.025,0.5
2010-07-14 11:00:00,47.3,41.151622580999984,0.0,0.5
2010-07-14 12:00:00,42.9,39.527218557,0.0,0.5
2010-07-14 13:00:00,42.7,41.151622580999984,0.0,0.5
2010-07-14 14:00:00,45.8,42.76955078899999,0.0,0.5
2010-07-14 15:00:00,46.8,42.76955078899999,0.0,0.5
2010-07-14 16:00:00,41.0,41.0,0.0,0.5
2010-07-14 17:00:00,42.0,42.0,0.025,0.5
2010-07-14 18:00:00,42.7,42.7,0.025,0.5
2010-07-14 19:00:00,43.6,4.9203543670112,0.025,0.5
2010-07-14 20:00:00,39.7,4.9203543670112,0.025,0.5
2010-07-14 21:00:00,31.4,4.9203543670112,0.025,0.5
2010-07-14 22:00:00,5.2,5.2,0.0,0.5
2010-07-14 23:00:00,8.2,21.364999999999995,0.0,0.5
2010-07-15 00:00:00,17.6,5.00424805690784,0.0,0.5
2010-07-15 01:00:00,18.8,5.00424805690784,0.05,0.5
2010-07-15 02:00:00,4.7,5.00424805690784,0.025,0.5
2010-07-15 03:00:00,4.8,5.00424805690784,0.025,0.5
2010-07-15 04:00:00,4.9,4.942973639835488,0.025,0.5
2010-07-15 05:00:00,18.9,18.9,0.025,0.5
2010-07-15 06:00:00,37.4,47.27704,0.05,0.5
2010-07-15 07:00:00,37.9,37.2088346526501,0.025,0.5
2010-07-15 08:00:00,40.9,40.9,0.05,0.5
2010-07-15 09:00:00,44.4,44.4,0.05,0.5
2010-07-15 10:00:00,43.1,47.27704,0.05,0.5
2010-07-15 11:00:00,43.3,37.2088346526501,0.05,0.5
2010-07-15 12:00:00,41.2,42.854079886609995,0.05,0.5
2010-07-15 13:00:00,39.0,41.091006545282994,0.05,0.5
2010-07-15 14:00:00,43.6,41.091006545282994,0.025,0.5
2010-07-15 15:00:00,44.6,41.091006545282994,0.05,0.5
2010-07-15 16:00:00,40.1,44.555690874999996,0.025,0.5
2010-07-15 17:00:00,41.7,42.854079886609995,0.05,0.5
2010-07-15 18:00:00,46.5,43.471553555719986,0.025,0.5
2010-07-15 19:00:00,40.6,31.532999999999994,0.025,0.5
2010-07-15 20:00:00,39.0,31.532999999999994,0.05,0.5
2010-07-15 21:00:00,17.1,4.6947525468470355,0.025,0.5
2010-07-15 22:00:00,5.3,5.3,0.025,0.5
2010-07-15 23:00:00,4.9,5.041057083519388,0.0,0.5
2010-07-16 00:00:00,8.6,4.6947525468470355,0.0,0.5
2010-07-16 01:00:00,4.7,4.998739958463571,0.05,0.5
2010-07-16 02:00:00,5.2,4.998739958463571,0.125,0.5
2010-07-16 03:00:00,22.2,19.11,0.075,0.5
2010-07-16 04:00:00,14.1,38.955202343660005,0.1,0.5
2010-07-16 05:00:00,22.3,38.955202343660005,0.1,0.5
2010-07-16 06:00:00,44.0,44.0,0.05,0.5
2010-07-16 07:00:00,44.1,44.1,0.05,0.5
2010-07-16 08:00:00,39.1,39.1,0.05,0.5
2010-07-16 09:00:00,45.7,45.7,0.05,0.5
2010-07-16 10:00:00,45.0,45.0,0.075,0.5
2010-07-16 11:00:00,42.7,42.7,0.025,0.5
2010-07-16 12:00:00,42.0,38.998641640562,0.025,0.5
2010-07-16 13:00:00,37.2,44.555690874999996,0.05,0.5
2010-07-16 14:00:00,41.6,41.813955609999994,0.025,0.5
2010-07-16 15:00:00,44.7,41.74976892699999,0.05,0.5
2010-07-16 16:00:00,39.7,38.998641640562,0.05,0.5
2010-07-16 17:00:00,40.8,41.74976892699999,0.05,0.5
2010-07-16 18:00:00,40.5,43.471553555719986,0.05,0.5
2010-07-16 19:00:00,37.3,37.3,0.15,0.5
2010-07-16 20:00:00,15.6,15.6,0.0,0.5
2010-07-16 21:00:00,5.3,5.3,0.0,0.5
2010-07-16 22:00:00,5.1,5.1,0.0,0.5
2010-07-16 23:00:00,8.4,20.1,0.025,0.5
2010-07-17 00:00:00,21.4,21.4,0.05,0.5
2010-07-17 01:00:00,22.0,21.375499999999995,0.1,0.5
2010-07-17 02:00:00,4.7,21.375499999999995,0.05,0.5
2010-07-17 03:00:00,4.7,4.7,0.025,0.5
2010-07-17 04:00:00,4.7,5.121967805753004,0.025,0.5
2010-07-17 05:00:00,4.8,5.121967805753004,0.0,0.5
2010-07-17 06:00:00,23.5,31.532999999999994,0.025,0.5
2010-07-17 07:00:00,43.7,43.7,0.075,0.5
2010-07-17 08:00:00,46.6,46.6,0.025,0.5
2010-07-17 09:00:00,50.3,50.3,0.0,0.5
2010-07-17 10:00:00,48.3,48.3,0.075,0.5
2010-07-17 11:00:00,42.3,40.03327340756133,0.0,0.5
2010-07-17 12:00:00,39.8,39.8,0.0,0.5
2010-07-17 13:00:00,41.5,40.61269244839999,0.025,0.5
2010-07-17 14:00:00,43.0,39.963291385292926,0.0,0.5
2010-07-17 15:00:00,45.8,39.963291385292926,0.025,0.5
2010-07-17 16:00:00,39.9,39.963291385292926,0.025,0.5
2010-07-17 17:00:00,32.5,9.508999999999999,0.0,0.5
2010-07-17 18:00:00,11.3,11.3,0.0,0.5
2010-07-17 19:00:00,5.2,5.025377464027102,0.0,0.5
2010-07-17 20:00:00,5.2,5.077764224818971,0.0,0.5
2010-07-17 21:00:00,5.1,5.1,0.025,0.5
2010-07-17 22:00:00,5.2,5.2,0.05,0.5
2010-07-17 23:00:00,15.9,15.9,0.0,0.5
2010-07-18 00:00:00,21.7,5.137073129112906,0.0,0.5
2010-07-18 01:00:00,14.1,22.501482959999997,0.025,0.5
2010-07-18 02:00:00,4.7,4.698740086497972,0.025,0.5
2010-07-18 03:00:00,4.7,43.8953044660497,0.025,0.5
2010-07-18 04:00:00,4.7,5.137073129112906,0.0,0.80676415828853076
2010-07-18 05:00:00,4.9,5.137073129112906,0.0,0.80676415828853076
2010-07-18 06:00:00,5.0,5.0,0.0,0.80676415828853076
2010-07-18 07:00:00,5.5,5.046165833265324,0.0,0.84384160685964171
2010-07-18 08:00:00,38.4,38.4,0.025,0.87589572689334982
2010-07-18 09:00:00,46.7,48.495999999999995,0.0,0.87589572689334982
2010-07-18 10:00:00,39.3,48.495999999999995,0.05,0.80676415828853076
2010-07-18 11:00:00,39.6,39.94430396970505,0.025,0.80676415828853076
2010-07-18 12:00:00,39.8,42.86549914443889,0.0,0.84384160685964171
2010-07-18 13:00:00,42.3,42.3,0.0,0.87589572689334982
2010-07-18 14:00:00,44.6,32.5,0.025,0.84384160685964171
2010-07-18 15:00:00,46.5,32.5,0.05,0.76475891241031402
2010-07-18 16:00:00,40.1,46.3638584,0.025,0.7181504331469345
2010-07-18 17:00:00,25.3,25.3,0.0,0.7181504331469345
2010-07-18 18:00:00,9.6,5.046165833265324,0.025,0.7181504331469345
2010-07-18 19:00:00,5.2,5.046165833265324,0.0,0.7181504331469345
2010-07-18 20:00:00,5.2,5.092316083285726,0.025,0.76475891241031402
2010-07-18 21:00:00,5.2,5.124621258300008,0.05,0.7181504331469345
2010-07-18 22:00:00,5.2,5.2,0.05,0.61358605479951034
2010-07-18 23:00:00,15.9,15.9,0.0,0.61358605479951034
2010-07-19 00:00:00,21.0,21.0,0.475,0.98953994582357174
2010-07-19 01:00:00,16.7,8.344,0.05,0.98953994582357174
2010-07-19 02:00:00,4.9,22.114377899999994,0.0,0.98480938326325129
2010-07-19 03:00:00,5.1,22.114377899999994,0.075,0.99531295588770075
2010-07-19 04:00:00,4.9,11.790799999999999,0.1,0.99878174991510571
2010-07-19 05:00:00,20.9,20.9,0.025,0.99925199639146423
2010-07-19 06:00:00,41.0,37.78239299999999,0.0,0.99878174991510571
2010-07-19 07:00:00,37.1,37.1,0.025,0.99805396268998903
2010-07-19 08:00:00,41.1,37.194030285858986,0.025,0.99695077124220144
2010-07-19 09:00:00,42.0,37.194030285858986,0.05,0.99878174991510571
2010-07-19 10:00:00,50.1,37.194030285858986,0.075,0.76475893489531677
2010-07-19 11:00:00,42.4,42.4,0.05,0.76475893489531677
2010-07-19 12:00:00,40.1,38.998641640562,0.05,0.84384162437089527
2010-07-19 13:00:00,38.6,38.6,0.075,0.84384162437089527
2010-07-19 14:00:00,38.6,44.599288528749994,0.0,0.66749875689286253
2010-07-19 15:00:00,38.7,39.54451517553569,0.025,0.66749875689286253
2010-07-19 16:00:00,39.1,40.61269244839999,0.025,0.71815045784192333
2010-07-19 17:00:00,41.9,43.471553555719986,0.0,0.66749875689286253
2010-07-19 18:00:00,45.9,5.032231094882482,0.0,0.61358608278266602
2010-07-19 19:00:00,45.1,16.881999999999998,0.025,0.55738360879432913
2010-07-19 20:00:00,39.8,39.8,0.075,0.55738360879432913
2010-07-19 21:00:00,30.2,39.94174738312618,0.025,0.50000001887714918
2010-07-19 22:00:00,5.4,5.4,0.025,0.55738357143127115
2010-07-19 23:00:00,10.7,8.344,0.0,0.71815042951531838
2010-07-20 00:00:00,17.5,4.699567849668804,0.0,0.71815042951531838
2010-07-20 01:00:00,19.5,5.032231094882482,0.0,0.76475890910369593
2010-07-20 02:00:00,4.9,43.8953044660497,0.125,0.55738357992287524
2010-07-20 03:00:00,5.0,5.0,0.025,0.50000001029662677
2010-07-20 04:00:00,5.0,5.0,0.025,0.55738360030272505
2010-07-20 05:00:00,22.2,4.996355265544691,0.025,0.55738360030272505
2010-07-20 06:00:00,44.1,43.8953044660497,0.0,0.61358605891468043
2010-07-20 07:00:00,43.6,43.6,0.025,0.61358605891468043
2010-07-20 08:00:00,41.0,41.0,0.025,0.61358605891468043
